apparent_wind_speed,alpha_deg,main_CL,main_CD,main_L,main_D,main_S,main_AR,back_CL,back_CD,back_L,back_D,back_S,back_AR
5.0,8.0,0.5707117168780732,0.08052444558844211,2.953789829667078,0.7262096957248232,0.338,5.0,0.551518719722465,0.03888188241764769,0.4909407674074318,0.05198500527073862,0.05813300025000001,5.0
5.0,9.0,0.6414959608296069,0.08598697453093476,3.320142532268735,0.7544816970828117,0.338,5.0,0.6190814724911644,0.04391684271316207,0.5510825332374572,0.05646693341379362,0.05813300025000001,5.0
5.0,10.0,0.7120847988971613,0.09206972959152679,3.6854838872921207,0.7859637562432883,0.338,5.0,0.6861561027385812,0.04949034236108947,0.6107897911593775,0.061428248590321935,0.05813300025000001,5.0
5.0,11.0,0.782456729036851,0.09876529987015338,4.049702608221353,0.820617517166605,0.338,5.0,0.7526874486111335,0.05558458872125674,0.6700134382112068,0.06685311247587791,0.05813300025000001,5.0
5.0,12.0,0.8525903152770477,0.10606552784580361,4.4126877505057704,0.8584007595830798,0.338,5.0,0.8186201002665314,0.062179999691884494,0.7287041506809425,0.0727240938360696,0.05813300025000001,5.0
5.0,13.0,0.922464194247983,0.1139615193152031,4.774328745354718,0.8992674504318905,0.338,5.0,0.8838983792816274,0.06925523118055688,0.7868123657762248,0.07902219298016029,0.05813300025000001,5.0
5.0,14.0,0.9920570816892389,0.1224436542290305,5.134515433417868,0.9431677999452684,0.338,5.0,0.9484663194762356,0.07678720794074681,0.844288264554438,0.085726869210558,0.05813300025000001,5.0
5.0,15.0,1.0613477789331398,0.1315015984124662,5.493138098340833,0.9900483223096628,0.338,5.0,1.012267649366293,0.08475115798562734,0.9010817563031889,0.0928160714566678,0.05813300025000001,5.0
5.5,-15.0,-1.06134777893314,0.12871917389008353,-6.646697098992409,1.1631085680715425,0.338,5.0,-1.0120270187658758,0.08381184761131943,-1.090049742991128,0.11031739347455913,0.05813300025000001,5.0
5.5,-14.0,-0.9920570816892392,0.11966122970664785,-6.212763674435623,1.1063831360106253,0.338,5.0,-0.9482570922326712,0.07585364376208747,-1.0213634423893416,0.10174564795821422,0.05813300025000001,5.0
